EVENT_ID,event_time,Event_Label,mlb_opponent,DayOfWeek,Homestand_Number,Series_Number,Game_Number,RegularSeason_Game,Promotion,GroupNight,Premium,Outcome,PartialPlan,Season,tickets_sold
1482,4/3/13 19:05,4/3/13,Seattle Mariners,Wednesday,1,1,3,Yes,,,NULL,W,Sac Fly,2013,15179
1483,4/4/13 12:35,4/4/13,Seattle Mariners,Thursday,1,1,4,Yes,,,NULL,W,Hit and Run,2013,12167
1484,4/12/13 19:05,4/12/13,Detroit Tigers,Friday,2,2,5,Yes,,,NULL,W,On Deck,2013,21403
1461,4/13/13 13:05,4/13/13,Detroit Tigers,Saturday,2,2,6,Yes,Blanket,,NULL,L,On Deck,2013,35118
1462,4/14/13 13:05,4/14/13,Detroit Tigers,Sunday,2,2,7,Yes,,,NULL,L,On Deck,2013,20807
1463,4/15/13 19:05,4/15/13,Houston Astros,Monday,2,3,8,Yes,,,NULL,W,Sac Fly,2013,10739
1464,4/16/13 19:05,4/16/13,Houston Astros,Tuesday,2,3,9,Yes,,,NULL,W,Sac Fly,2013,11077
1465,4/17/13 12:35,4/17/13,Houston Astros,Wednesday,2,3,10,Yes,,,NULL,W,Hit and Run,2013,15524
1466,4/25/13 19:05,4/25/13,Baltimore Orioles,Thursday,3,4,11,Yes,,,NULL,L,Sac Fly,2013,11252
1467,4/26/13 19:05,4/26/13,Baltimore Orioles,Friday,3,4,12,Yes,,,NULL,L,On Deck,2013,16971
1468,4/27/13 13:05,4/27/13,Baltimore Orioles,Saturday,3,4,13,Yes,Bobblehead,,NULL,L,On Deck,2013,31358
1469,4/28/13 13:05,4/28/13,Baltimore Orioles,Sunday,3,4,14,Yes,,Little League Day,NULL,W,On Deck,2013,27644
1470,4/29/13 19:05,4/29/13,Los Angeles Angels,Monday,3,5,15,Yes,,,NULL,W,Sac Fly,2013,11691
1471,4/30/13 19:05,4/30/13,Los Angeles Angels,Tuesday,3,5,16,Yes,,,NULL,W,Sac Fly,2013,14867
1472,5/1/13 12:35,5/1/13,Los Angeles Angels,Wednesday,3,5,17,Yes,,,NULL,L,Hit and Run,2013,17277
1473,5/13/13 19:05,5/13/13,Texas Rangers,Monday,4,6,18,Yes,,,NULL,W,Sac Fly,2013,10276
1474,5/14/13 19:05,5/14/13,Texas Rangers,Tuesday,4,6,19,Yes,,,NULL,L,Sac Fly,2013,12990
1475,5/15/13 12:35,5/15/13,Texas Rangers,Wednesday,4,6,20,Yes,,,NULL,L,Hit and Run,2013,20434
1476,5/17/13 19:05,5/17/13,Kansas City Royals,Friday,4,7,21,Yes,,,NULL,W,On Deck,2013,14642
1477,5/18/13 18:05,5/18/13,Kansas City Royals,Saturday,4,7,22,Yes,Fireworks,,NULL,W,On Deck,2013,35135
1478,5/19/13 13:05,5/19/13,Kansas City Royals,Sunday,4,7,23,Yes,,Scout Day,NULL,W,On Deck,2013,20520
1515,5/27/13 13:05,5/27/13,San Francisco Giants,Monday,5,8,24,Yes,,,NULL,W,On Deck,2013,36095
1516,5/28/13 19:05,5/28/13,San Francisco Giants,Tuesday,5,8,25,Yes,,,NULL,W,Sac Fly,2013,35069
1517,5/31/13 19:05,5/31/13,Chicago White Sox,Friday,5,9,26,Yes,,,NULL,W,On Deck,2013,16444
1518,6/1/13 13:05,6/1/13,Chicago White Sox,Saturday,5,9,27,Yes,Jersey,,NULL,W,On Deck,2013,26686
1519,6/2/13 13:05,6/2/13,Chicago White Sox,Sunday,5,9,28,Yes,,Little League Day,NULL,W,On Deck,2013,23480
1520,6/11/13 19:05,6/11/13,New York Yankees,Tuesday,6,10,29,Yes,,,NULL,W,Sac Fly,2013,27136
1485,6/12/13 19:05,6/12/13,New York Yankees,Wednesday,6,10,30,Yes,,,NULL,W,Sac Fly,2013,25203
1486,6/13/13 12:35,6/13/13,New York Yankees,Thursday,6,10,31,Yes,,,NULL,W,Hit and Run,2013,27635
1487,6/14/13 19:05,6/14/13,Seattle Mariners,Friday,6,11,32,Yes,Fireworks,,NULL,L,On Deck,2013,31524
1488,6/15/13 16:15,6/15/13,Seattle Mariners,Saturday,6,11,33,Yes,,Beerfest,NULL,L,On Deck,2013,24411
1489,6/16/13 13:05,6/16/13,Seattle Mariners,Sunday,6,11,34,Yes,Bobblehead,,NULL,W,On Deck,2013,36073
1490,6/25/13 19:05,6/25/13,Cincinnati Reds,Tuesday,7,12,35,Yes,,,NULL,W,Sac Fly,2013,17539
1491,6/26/13 12:35,6/26/13,Cincinnati Reds,Wednesday,7,12,36,Yes,,,NULL,W,Hit and Run,2013,25666
1492,6/28/13 19:05,6/28/13,St. Louis Cardinals,Friday,7,13,37,Yes,,,NULL,W,On Deck,2013,24305
1493,6/29/13 13:05,6/29/13,St. Louis Cardinals,Saturday,7,13,38,Yes,Bobblehead,,NULL,L,On Deck,2013,35085
1494,6/30/13 13:05,6/30/13,St. Louis Cardinals,Sunday,7,13,39,Yes,,,NULL,W,On Deck,2013,20724
1495,7/2/13 19:05,7/2/13,Chicago Cubs,Tuesday,7,14,40,Yes,,,NULL,W,Sac Fly,2013,17310
14962013,7/3/13 19:05,7/3/13,Chicago Cubs,Wednesday,7,14,41,Yes,Fireworks,,NULL,L,Sac Fly,2013,35082
14972013,7/4/13 13:05,7/4/13,Chicago Cubs,Thursday,7,14,42,Yes,Blanket,,NULL,W,On Deck,2013,25954
1498,7/12/13 19:05,7/12/13,Boston Red Sox,Friday,8,15,43,Yes,,,NULL,L,On Deck,2013,27146
1499,7/13/13 19:10,7/13/13,Boston Red Sox,Saturday,8,15,44,Yes,Jersey,,NULL,W,On Deck,2013,36078
1509,7/14/13 13:05,7/14/13,Boston Red Sox,Sunday,8,15,45,Yes,,,NULL,W,On Deck,2013,31601
1510,7/25/13 19:05,7/25/13,Los Angeles Angels,Thursday,9,16,46,Yes,,,NULL,L,Sac Fly,2013,20487
1511,7/26/13 19:05,7/26/13,Los Angeles Angels,Friday,9,16,47,Yes,,,NULL,W,On Deck,2013,27441
1512,7/27/13 18:05,7/27/13,Los Angeles Angels,Saturday,9,16,48,Yes,,,NULL,W,On Deck,2013,32368
1513,7/28/13 13:05,7/28/13,Los Angeles Angels,Sunday,9,16,49,Yes,,,NULL,W,On Deck,2013,25977
1514,7/29/13 19:05,7/29/13,Toronto Blue Jays,Monday,9,17,50,Yes,,,NULL,W,Sac Fly,2013,13322
1500,7/30/13 19:05,7/30/13,Toronto Blue Jays,Tuesday,9,17,51,Yes,,,NULL,L,Sac Fly,2013,17511
1501,7/31/13 12:35,7/31/13,Toronto Blue Jays,Wednesday,9,17,52,Yes,,,NULL,L,Hit and Run,2013,23690
1502,8/2/13 19:05,8/2/13,Texas Rangers,Friday,9,18,53,Yes,Fireworks,,NULL,L,On Deck,2013,35144
1503,8/3/13 13:05,8/3/13,Texas Rangers,Saturday,9,18,54,Yes,,,NULL,W,On Deck,2013,28331
1504,8/4/13 13:05,8/4/13,Texas Rangers,Sunday,9,18,55,Yes,,,NULL,L,On Deck,2013,23338
1505,8/13/13 19:05,8/13/13,Houston Astros,Tuesday,10,19,56,Yes,,,NULL,L,Sac Fly,2013,14296
1506,8/14/13 19:05,8/14/13,Houston Astros,Wednesday,10,19,57,Yes,,,NULL,L,Sac Fly,2013,18293
1507,8/15/13 12:35,8/15/13,Houston Astros,Thursday,10,19,58,Yes,,,NULL,W,Hit and Run,2013,16506
1508,8/16/13 19:05,8/16/13,Cleveland Indians,Friday,10,20,59,Yes,,,NULL,W,On Deck,2013,17541
15212013,8/17/13 18:05,8/17/13,Cleveland Indians,Saturday,10,20,60,Yes,Bobblehead,,NULL,L,On Deck,2013,35104
15222013,8/18/13 13:05,8/18/13,Cleveland Indians,Sunday,10,20,61,Yes,,,NULL,W,On Deck,2013,21191
15232013,8/19/13 19:05,8/19/13,Seattle Mariners,Monday,10,21,62,Yes,,,NULL,W,Sac Fly,2013,11155
15242013,8/20/13 19:05,8/20/13,Seattle Mariners,Tuesday,10,21,63,Yes,,,NULL,L,Sac Fly,2013,13097
15252013,8/21/13 12:35,8/21/13,Seattle Mariners,Wednesday,10,21,64,Yes,,,NULL,L,Hit and Run,2013,18651
15262013,8/30/13 19:05,8/30/13,Tampa Bay Rays,Friday,11,22,65,Yes,,,NULL,W,On Deck,2013,15647
15272013,8/31/13 18:05,8/31/13,Tampa Bay Rays,Saturday,11,22,66,Yes,Fireworks,,NULL,W,On Deck,2013,35092
15282013,9/1/13 13:05,9/1/13,Tampa Bay Rays,Sunday,11,22,67,Yes,,,NULL,W,On Deck,2013,18677
1529,9/2/13 13:05,9/2/13,Texas Rangers,Monday,11,23,68,Yes,,,NULL,W,On Deck,2013,23555
1530,9/3/13 19:05,9/3/13,Texas Rangers,Tuesday,11,23,69,Yes,,,NULL,L,Sac Fly,2013,16173
15312013,9/4/13 12:35,9/4/13,Texas Rangers,Wednesday,11,23,70,Yes,,,NULL,W,Hit and Run,2013,18903
1532,9/5/13 19:05,9/5/13,Houston Astros,Thursday,11,24,71,Yes,,,NULL,L,Sac Fly,2013,10272
1533,9/6/13 19:05,9/6/13,Houston Astros,Friday,11,24,72,Yes,,,NULL,W,On Deck,2013,15527
1534,9/7/13 13:00,9/7/13,Houston Astros,Saturday,11,24,73,Yes,,,NULL,W,On Deck,2013,20389
1535,9/8/13 13:05,9/8/13,Houston Astros,Sunday,11,24,74,Yes,,,NULL,W,On Deck,2013,18912
1536,9/16/13 19:05,9/16/13,Los Angeles Angels,Monday,12,25,75,Yes,,,NULL,L,Sac Fly,2013,14675
1537,9/17/13 19:05,9/17/13,Los Angeles Angels,Tuesday,12,25,76,Yes,,,NULL,W,Sac Fly,2013,18816
1538,9/18/13 12:35,9/18/13,Los Angeles Angels,Wednesday,12,25,77,Yes,,,NULL,L,Hit and Run,2013,20261
1539,9/19/13 19:05,9/19/13,Minnesota Twins,Thursday,12,26,78,Yes,,,NULL,W,Sac Fly,2013,11485
1540,9/20/13 19:05,9/20/13,Minnesota Twins,Friday,12,26,79,Yes,Fireworks,,NULL,W,On Deck,2013,36080
1541,9/21/13 13:00,9/21/13,Minnesota Twins,Saturday,12,26,80,Yes,,,NULL,W,On Deck,2013,26406
1542,9/22/13 13:05,9/22/13,Minnesota Twins,Sunday,0,0,81,Yes,,,NULL,W,On Deck,2013,30174
202825,3/29/14 13:05,3/29/14,San Francisco Giants,Saturday,1,0,0,Yes,Exhibition,,Regular,,On Deck,2014,4636
202802,3/31/14 19:05,3/31/14,Cleveland Indians,Monday,1,0,1,Yes,Opening Day,,Premium,L,On Deck,2014,36067
202803,4/1/14 19:05,4/1/14,Cleveland Indians,Tuesday,1,0,2,Yes,,,Regular,W,Sac Fly,2014,12203
202804,4/2/14 12:35,4/2/14,Cleveland Indians,Wednesday,1,0,3,Yes,,,Regular,L,Hit and Run,2014,15143
202805,4/3/14 19:05,4/3/14,Seattle Mariners,Thursday,1,0,4,Yes,,,Regular,W,Sac Fly,2014,11249
202806,4/4/14 19:05,4/4/14,Seattle Mariners,Friday,1,0,5,Yes,,,Regular,W,On Deck,2014,3444
202807,4/5/14 13:05,4/5/14,Seattle Mariners,Saturday,1,0,6,Yes,Blanket,,Regular,L,On Deck,2014,30355
202808,4/6/14 13:05,4/6/14,Seattle Mariners,Sunday,1,0,7,Yes,,Little League Day,Regular,W,On Deck,2014,33032
202809,4/18/14 19:05,4/18/14,Houston Astros,Friday,2,0,8,Yes,,,Regular,W,On Deck,2014,18269
202810,4/19/14 13:05,4/19/14,Houston Astros,Saturday,2,0,9,Yes,Bobblehead,,Regular,W,On Deck,2014,33196
202811,4/20/14 13:05,4/20/14,Houston Astros,Sunday,2,0,10,Yes,,,Regular,W,On Deck,2014,16451
202812,4/21/14 19:05,4/21/14,Texas Rangers,Monday,2,0,11,Yes,,,Regular,L,Sac Fly,2014,13318
202813,4/22/14 19:05,4/22/14,Texas Rangers,Tuesday,2,0,12,Yes,,,Regular,L,Sac Fly,2014,15873
202814,4/23/14 12:35,4/23/14,Texas Rangers,Wednesday,2,0,13,Yes,,,Regular,L,Hit and Run,2014,18383
202815,5/5/14 19:05,5/5/14,Seattle Mariners,Monday,3,0,14,Yes,,,Regular,L,Sac Fly,2014,11047
202741,5/6/14 19:05,5/6/14,Seattle Mariners,Tuesday,3,0,15,Yes,,,Regular,L,Sac Fly,2014,12127
202742,5/7/14 12:35,5/7/14,Seattle Mariners,Wednesday,3,0,16,Yes,,,Regular,L,Hit and Run,2014,17439
202743,5/9/14 19:05,5/9/14,Washington Nationals,Friday,3,0,17,Yes,,,Regular,W,On Deck,2014,20191
202744,5/10/14 18:05,5/10/14,Washington Nationals,Saturday,3,0,18,Yes,Fireworks,,Regular,W,On Deck,2014,36080
202745,5/11/14 13:05,5/11/14,Washington Nationals,Sunday,3,0,19,Yes,,,Regular,W,On Deck,2014,28238
202746,5/12/14 19:05,5/12/14,Chicago White Sox,Monday,3,0,20,Yes,,,Regular,W,Sac Fly,2014,10158
202747,5/13/14 19:05,5/13/14,Chicago White Sox,Tuesday,3,0,21,Yes,,,Regular,W,Sac Fly,2014,13883
202748,5/14/14 12:35,5/14/14,Chicago White Sox,Wednesday,3,0,22,Yes,,,Regular,L,Hit and Run,2014,17144
202749,5/26/14 13:05,5/26/14,Detroit Tigers,Monday,4,0,23,Yes,Batting Practice Cap,,Regular,W,On Deck,2014,35212
202750,5/27/14 19:05,5/27/14,Detroit Tigers,Tuesday,4,0,24,Yes,,,Regular,L,Sac Fly,2014,21578
202751,5/28/14 19:05,5/28/14,Detroit Tigers,Wednesday,4,0,25,Yes,,,Regular,W,Sac Fly,2014,15636
202752,5/29/14 12:35,5/29/14,Detroit Tigers,Thursday,4,0,26,Yes,,,Regular,L,Hit and Run,2014,21869
202753,5/30/14 19:05,5/30/14,Los Angeles Angels,Friday,4,0,27,Yes,,,Regular,W,On Deck,2014,23404
202754,5/31/14 19:05,5/31/14,Los Angeles Angels,Saturday,4,0,28,Yes,Bobblehead,,Regular,W,On Deck,2014,35106
202755,6/1/14 13:05,6/1/14,Los Angeles Angels,Sunday,4,0,29,Yes,Chip and Chili Platter,Scout Day,Regular,W,On Deck,2014,32320
202788,6/13/14 19:05,6/13/14,New York Yankees,Friday,5,0,30,Yes,Fireworks,,Regular,L,On Deck,2014,36072
202789,6/14/14 19:05,6/14/14,New York Yankees,Saturday,5,0,31,Yes,,,Regular,W,On Deck,2014,36093
202790,6/15/14 13:05,6/15/14,New York Yankees,Sunday,5,0,32,Yes,,,Regular,W,On Deck,2014,36060
202791,6/16/14 19:05,6/16/14,Texas Rangers,Monday,5,0,33,Yes,,,Regular,L,Sac Fly,2014,12454
202792,6/17/14 19:05,6/17/14,Texas Rangers,Tuesday,5,0,34,Yes,,,Regular,W,Sac Fly,2014,21366
202793,6/18/14 12:35,6/18/14,Texas Rangers,Wednesday,5,0,35,Yes,,,Regular,W,Hit and Run,2014,23189
202794,6/19/14 19:05,6/19/14,Boston Red Sox,Thursday,5,0,36,Yes,,,Regular,W,Sac Fly,2014,24399
202795,6/20/14 19:05,6/20/14,Boston Red Sox,Friday,5,0,37,Yes,,,Regular,W,On Deck,2014,28599
202796,6/21/14 13:05,6/21/14,Boston Red Sox,Saturday,5,0,38,Yes,,,Regular,W,On Deck,2014,32875
202797,6/22/14 13:05,6/22/14,Boston Red Sox,Sunday,5,0,39,Yes,Bobblehead,,Regular,L,On Deck,2014,36063
202798,7/3/14 18:05,7/3/14,Toronto Blue Jays,Thursday,6,0,40,Yes,Fireworks,,Regular,W,Sac Fly,2014,32921
202799,7/4/14 13:05,7/4/14,Toronto Blue Jays,Friday,6,0,41,Yes,,,Regular,W,On Deck,2014,22339
202800,7/5/14 19:05,7/5/14,Toronto Blue Jays,Saturday,6,0,42,Yes,,Beerfest,Regular,W,On Deck,2014,20330
202801,7/6/14 13:05,7/6/14,Toronto Blue Jays,Sunday,6,0,43,Yes,,,Regular,W,On Deck,2014,22037
202756,7/7/14 19:05,7/7/14,San Francisco Giants,Monday,6,0,44,Yes,,,Regular,W,On Deck,2014,36069
202757,7/8/14 19:05,7/8/14,San Francisco Giants,Tuesday,6,0,45,Yes,,,Regular,W,Sac Fly,2014,36268
202758,7/18/14 19:05,7/18/14,Baltimore Orioles,Friday,7,0,46,Yes,,,Regular,W,On Deck,2014,27279
202759,7/19/14 18:05,7/19/14,Baltimore Orioles,Saturday,7,0,47,Yes,1989 Throwback T-Shirt,,Regular,L,On Deck,2014,36070
202760,7/20/14 13:05,7/20/14,Baltimore Orioles,Sunday,7,0,48,Yes,,,Regular,W,On Deck,2014,30188
202761,7/22/14 19:05,7/22/14,Houston Astros,Tuesday,7,0,49,Yes,,,Regular,L,Sac Fly,2014,22980
202762,7/23/14 19:05,7/23/14,Houston Astros,Wednesday,7,0,50,Yes,,,Regular,W,Sac Fly,2014,28332
202763,7/24/14 12:35,7/24/14,Houston Astros,Thursday,7,0,51,Yes,,,Regular,W,Hit and Run,2014,22744
202764,8/1/14 18:35,8/1/14,Kansas City Royals,Friday,8,0,52,Yes,Fireworks,,Regular,L,On Deck,2014,35085
202765,8/2/14 13:05,8/2/14,Kansas City Royals,Saturday,8,0,53,Yes,La Potencia Tee,,Regular,W,On Deck,2014,30118
202766,8/3/14 13:05,8/3/14,Kansas City Royals,Sunday,8,0,54,Yes,,,Regular,L,On Deck,2014,22665
202767,8/4/14 19:05,8/4/14,Tampa Bay Rays,Monday,8,0,55,Yes,,,Regular,W,Sac Fly,2014,18489
202768,8/5/14 19:05,8/5/14,Tampa Bay Rays,Tuesday,8,0,56,Yes,,,Regular,W,Sac Fly,2014,16457
202769,8/6/14 12:35,8/6/14,Tampa Bay Rays,Wednesday,8,0,57,Yes,,,Regular,L,Hit and Run,2014,21531
202770,8/7/14 19:05,8/7/14,Minnesota Twins,Thursday,8,0,58,Yes,,,Regular,W,Sac Fly,2014,22154
202771,8/8/14 19:05,8/8/14,Minnesota Twins,Friday,8,0,59,Yes,,,Regular,W,On Deck,2014,20220
202772,8/9/14 18:05,8/9/14,Minnesota Twins,Saturday,8,0,60,Yes,Bobblehead,,Regular,W,On Deck,2014,32123
202773,8/10/14 13:05,8/10/14,Minnesota Twins,Sunday,8,0,61,Yes,,,Regular,L,On Deck,2014,25766
202774,8/19/14 19:05,8/19/14,New York Mets,Tuesday,9,0,62,Yes,,,Regular,W,Sac Fly,2014,23509
202775,8/20/14 12:35,8/20/14,New York Mets,Wednesday,9,0,63,Yes,,,Regular,L,Hit and Run,2014,20298
202776,8/22/14 19:05,8/22/14,Los Angeles Angels,Friday,9,0,64,Yes,,,Regular,W,On Deck,2014,33844
202777,8/23/14 18:05,8/23/14,Los Angeles Angels,Saturday,9,0,65,Yes,Fireworks,,Regular,W,On Deck,2014,36121
202778,8/24/14 17:05,8/24/14,Los Angeles Angels,Sunday,9,0,66,Yes,Unicorn Backpack,,Regular,L,On Deck,2014,36065
202779,9/1/14 13:05,9/1/14,Seattle Mariners,Monday,10,0,67,Yes,,,Regular,W,On Deck,2014,36086
202780,9/2/14 19:05,9/2/14,Seattle Mariners,Tuesday,10,0,68,Yes,,,Regular,L,Sac Fly,2014,23931
202781,9/3/14 12:35,9/3/14,Seattle Mariners,Wednesday,10,0,69,Yes,,,Regular,L,Hit and Run,2014,15788
202782,9/5/14 19:05,9/5/14,Houston Astros,Friday,10,0,70,Yes,,,Regular,L,On Deck,2014,21120
202783,9/6/14 13:05,9/6/14,Houston Astros,Saturday,10,0,71,Yes,MLB Network Tote Bag,,Regular,W,On Deck,2014,28724
202784,9/7/14 13:05,9/7/14,Houston Astros,Sunday,10,0,72,Yes,,,Regular,L,On Deck,2014,25566
202785,9/16/14 19:05,9/16/14,Texas Rangers,Tuesday,11,0,73,Yes,,,Regular,L,Sac Fly,2014,19810
202786,9/17/14 19:05,9/17/14,Texas Rangers,Wednesday,11,0,74,Yes,,,Regular,L,Sac Fly,2014,17612
202787,9/18/14 12:35,9/18/14,Texas Rangers,Thursday,11,0,75,Yes,,,Regular,L,Hit and Run,2014,17590
202819,9/19/14 18:35,9/19/14,Philadelphia Phillies,Friday,11,0,76,Yes,Fireworks,,Regular,W,On Deck,2014,35169
202820,9/20/14 13:05,9/20/14,Philadelphia Phillies,Saturday,11,0,77,Yes,Oktoberfest Stein,,Regular,L,On Deck,2014,31898
202821,9/21/14 13:05,9/21/14,Philadelphia Phillies,Sunday,11,0,78,Yes,,,Regular,W,On Deck,2014,25150
202822,9/22/14 19:05,9/22/14,Los Angeles Angels,Monday,11,0,79,Yes,,,Regular,W,Sac Fly,2014,25447
202823,9/23/14 19:05,9/23/14,Los Angeles Angels,Tuesday,11,0,80,Yes,,,Regular,W,Sac Fly,2014,27629
202824,9/24/14 12:35,9/24/14,Los Angeles Angels,Wednesday,11,0,81,Yes,,,Regular,W,Hit and Run,2014,27409
2990,4/4/15 13:05,4/4/15,San Francisco Giants,Saturday,1,0,0,No,Exhibition,,White,,On Deck,2015,26388
2819,4/6/15 19:05,4/6/15,Texas Rangers,Monday,1,1,1,Yes,Opening Day,,Gold,W,On Deck,2015,36083
2822,4/7/15 19:05,4/7/15,Texas Rangers,Tuesday,1,1,2,Yes,,,White,L,Sac Fly,2015,15025
2823,4/8/15 19:05,4/8/15,Texas Rangers,Wednesday,1,1,3,Yes,,,White,W,Sac Fly,2015,19497
2824,4/9/15 12:35,4/9/15,Texas Rangers,Thursday,1,1,4,Yes,,,White,L,Hit and Run,2015,16055
2825,4/10/15 19:05,4/10/15,Seattle Mariners,Friday,1,2,5,Yes,Sonny Gray Jersey,,Green,W,On Deck,2015,30143
2826,4/11/15 13:05,4/11/15,Seattle Mariners,Saturday,1,2,6,Yes,,,Green,L,On Deck,2015,24397
2827,4/12/15 13:05,4/12/15,Seattle Mariners,Sunday,1,2,7,Yes,Argyle Socks,Little League Day,White,L,On Deck,2015,32354
2828,4/24/15 19:05,4/24/15,Houston Astros,Friday,2,3,8,Yes,,,Green,L,On Deck,2015,18235
2829,4/25/15 13:05,4/25/15,Houston Astros,Saturday,2,3,9,Yes,A-Moji Shirt,,Green,L,On Deck,2015,24397
2830,4/26/15 13:05,4/26/15,Houston Astros,Sunday,2,3,10,Yes,,Scout Day,White,L,On Deck,2015,22118
2831,4/28/15 19:05,4/28/15,Los Angeles Angels,Tuesday,2,4,11,Yes,,,White,W,Sac Fly,2015,17689
2832,4/29/15 19:05,4/29/15,Los Angeles Angels,Wednesday,2,4,12,Yes,,,White,L,Sac Fly,2015,16256
2833,4/30/15 12:35,4/30/15,Los Angeles Angels,Thursday,2,4,13,Yes,,,White,L,Hit and Run,2015,19541
2834,5/11/15 19:05,5/11/15,Boston Red Sox,Monday,3,5,14,Yes,,,Green,L,Sac Fly,2015,19758
2835,5/12/15 19:05,5/12/15,Boston Red Sox,Tuesday,3,5,15,Yes,Silhouette Fleece Blanket,,Green,W,Sac Fly,2015,24639
2836,5/13/15 12:35,5/13/15,Boston Red Sox,Wednesday,3,5,16,Yes,,,Green,L,Hit and Run,2015,22402
2837,5/15/15 19:05,5/15/15,Chicago White Sox,Friday,3,6,17,Yes,,,White,L,On Deck,2015,21493
2838,5/16/15 18:05,5/16/15,Chicago White Sox,Saturday,3,6,18,Yes,Fireworks,,Green,L,On Deck,2015,28506
2839,5/17/15 13:05,5/17/15,Chicago White Sox,Sunday,3,6,19,Yes,Mustache Socks,Little League Day,White,L,On Deck,2015,33229
2840,5/25/15 13:05,5/25/15,Detroit Tigers,Monday,4,7,20,Yes,Road Hat,,Green,W,On Deck,2015,25412
2841,5/26/15 19:05,5/26/15,Detroit Tigers,Tuesday,4,7,21,Yes,,,White,L,Sac Fly,2015,22777
2842,5/27/15 12:35,5/27/15,Detroit Tigers,Wednesday,4,7,22,Yes,,,White,L,Hit and Run,2015,20417
2843,5/28/15 19:05,5/28/15,New York Yankees,Thursday,4,8,23,Yes,Vogt Referee Bobble,,Green,W,Sac Fly,2015,21809
2844,5/29/15 19:05,5/29/15,New York Yankees,Friday,4,8,24,Yes,,,Green,W,On Deck,2015,23577
2845,5/30/15 19:05,5/30/15,New York Yankees,Saturday,4,8,25,Yes,,,Gold,L,On Deck,2015,25241
2846,5/31/15 13:05,5/31/15,New York Yankees,Sunday,4,8,26,Yes,,,Gold,W,On Deck,2015,25476
2847,6/9/15 19:05,6/9/15,Texas Rangers,Tuesday,5,9,27,Yes,,,White,L,Sac Fly,2015,14623
2848,6/10/15 19:05,6/10/15,Texas Rangers,Wednesday,5,9,28,Yes,,,White,W,Sac Fly,2015,14318
2849,6/11/15 12:35,6/11/15,Texas Rangers,Thursday,5,9,29,Yes,,,White,W,Hit and Run,2015,14495
2850,6/17/15 19:05,6/17/15,San Diego Padres,Wednesday,6,10,30,Yes,,,White,W,Sac Fly,2015,20649
2851,6/18/15 12:35,6/18/15,San Diego Padres,Thursday,6,10,31,Yes,,,White,L,Hit and Run,2015,16648
2852,6/19/15 18:35,6/19/15,Los Angeles Angels,Friday,6,11,32,Yes,Fireworks,,Green,L,On Deck,2015,25586
2853,6/20/15 13:05,6/20/15,Los Angeles Angels,Saturday,6,11,33,Yes,Sonny Solar Gnome,,Gold,W,On Deck,2015,26535
2854,6/21/15 13:05,6/21/15,Los Angeles Angels,Sunday,6,11,34,Yes,Fathers Day,,Green,W,On Deck,2015,29259
2855,6/26/15 19:05,6/26/15,Kansas City Royals,Friday,7,12,35,Yes,,,White,L,On Deck,2015,27402
2856,6/27/15 13:05,6/27/15,Kansas City Royals,Saturday,7,12,36,Yes,TBTC / Charlie O Shirt,Faith and Family Day,Green,L,On Deck,2015,28640
2857,6/28/15 13:05,6/28/15,Kansas City Royals,Sunday,7,12,37,Yes,Billy Butler Country Breakfast Bowl,,Green,L,On Deck,2015,22524
2858,6/29/15 19:05,6/29/15,Colorado Rockies,Monday,7,13,38,Yes,,,White,W,Sac Fly,2015,11019
2859,6/30/15 19:05,6/30/15,Colorado Rockies,Tuesday,7,13,39,Yes,,,White,L,Sac Fly,2015,19232
2860,7/1/15 12:35,7/1/15,Colorado Rockies,Wednesday,7,13,40,Yes,,,White,W,Hit and Run,2015,17797
2861,7/2/15 19:05,7/2/15,Seattle Mariners,Thursday,7,14,41,Yes,,,White,W,Sac Fly,2015,13101
2862,7/3/15 18:05,7/3/15,Seattle Mariners,Friday,7,14,42,Yes,Fireworks,,Green,L,On Deck,2015,35127
2863,7/4/15 13:05,7/4/15,Seattle Mariners,Saturday,7,14,43,Yes,,,Green,W,On Deck,2015,18953
2864,7/5/15 13:05,7/5/15,Seattle Mariners,Sunday,7,14,44,Yes,MLB Network Bag,,White,L,On Deck,2015,22206
2865,7/17/15 19:05,7/17/15,Minnesota Twins,Friday,8,15,45,Yes,,,Green,L,On Deck,2015,23498
2866,7/18/15 18:05,7/18/15,Minnesota Twins,Saturday,8,15,46,Yes,Hello Kitty Bobble,,Green,W,On Deck,2015,30849
2867,7/19/15 13:05,7/19/15,Minnesota Twins,Sunday,8,15,47,Yes,,,Green,W,On Deck,2015,20342
2868,7/21/15 19:05,7/21/15,Toronto Blue Jays,Tuesday,8,16,48,Yes,,,White,L,Sac Fly,2015,19417
2869,7/22/15 19:05,7/22/15,Toronto Blue Jays,Wednesday,8,16,49,Yes,,Root Beer Float Day,White,W,Sac Fly,2015,18847
2870,7/23/15 12:35,7/23/15,Toronto Blue Jays,Thursday,8,16,50,Yes,,,White,L,Hit and Run,2015,19050
2871,7/30/15 19:05,7/30/15,Cleveland Indians,Thursday,9,17,51,Yes,,,White,L,Sac Fly,2015,13184
2872,7/31/15 18:35,7/31/15,Cleveland Indians,Friday,9,17,52,Yes,Fireworks,,Green,L,On Deck,2015,28221
2873,8/1/15 18:05,8/1/15,Cleveland Indians,Saturday,9,17,53,Yes,,Zubazpalooza,Green,W,On Deck,2015,19061
